wl.nm,irrad.W_m2_nm,flux.photon_m2_nm_s,irrad.mW_cm2_nm,flux.mA_cm2_nm
1199,0.36489,2.20244E+18,0.036489,0.034629393
1200,0.44825,2.70785E+18,0.044825,0.042576042
1201,0.43708,2.64257E+18,0.043708,0.04154968
1202,0.43717,2.64532E+18,0.043717,0.041592838
1203,0.43409,2.62887E+18,0.043409,0.041334163
1204,0.36247,2.19696E+18,0.036247,0.034543178
1205,0.43692,2.65041E+18,0.043692,0.041672803
1206,0.48086,2.91937E+18,0.048086,0.045901798
1207,0.42986,2.61191E+18,0.042986,0.041067479
1208,0.43346,2.63596E+18,0.043346,0.041445721
1209,0.41428,2.52141E+18,0.041428,0.039644597
1210,0.45336,2.76154E+18,0.045336,0.043420249
1211,0.42232,2.5746E+18,0.042232,0.040480841
1212,0.42489,2.5924E+18,0.042489,0.040760816
1213,0.46956,2.86731E+18,0.046956,0.045083293
1214,0.43407,2.65278E+18,0.043407,0.041710193
1215,0.4278,2.61662E+18,0.04278,0.041141564
1216,0.4664,2.85506E+18,0.04664,0.044890646
1217,0.45528,2.78928E+18,0.045528,0.043856391
1218,0.45934,2.81647E+18,0.045934,0.044283842
1219,0.44663,2.74078E+18,0.044663,0.043093854
1220,0.45805,2.81317E+18,0.045805,0.044231988
1221,0.46531,2.8601E+18,0.046531,0.044969886
1222,0.45139,2.77681E+18,0.045139,0.043660316
1223,0.44406,2.73396E+18,0.044406,0.042986477
1224,0.44808,2.76096E+18,0.044808,0.043411093
1225,0.46236,2.85128E+18,0.046236,0.044831171
1226,0.46819,2.88959E+18,0.046819,0.045433515
1227,0.43304,2.67483E+18,0.043304,0.042056809
1228,0.46658,2.88435E+18,0.046658,0.045351142
1229,0.46721,2.8906E+18,0.046721,0.045449358
1230,0.46003,2.84849E+18,0.046003,0.044787313
1231,0.47203,2.92517E+18,0.047203,0.045992963
1232,0.46633,2.89219E+18,0.046633,0.045474486
1233,0.45397,2.81782E+18,0.045397,0.044305125
1234,0.47016,2.92068E+18,0.047016,0.0459224
1235,0.46504,2.89122E+18,0.046504,0.045459118
1236,0.46908,2.91869E+18,0.046908,0.04589117
1237,0.46339,2.88562E+18,0.046339,0.045371182
1238,0.46797,2.9165E+18,0.046797,0.045856658
1239,0.46272,2.88611E+18,0.046272,0.045378832
1240,0.46077,2.87627E+18,0.046077,0.045224067
1241,0.46197,2.88608E+18,0.046197,0.045378412
1242,0.46247,2.89154E+18,0.046247,0.045464132
1243,0.45754,2.86301E+18,0.045754,0.045015692
1244,0.45528,2.85116E+18,0.045528,0.044829376
1245,0.45655,2.86142E+18,0.045655,0.044990564
1246,0.45945,2.8819E+18,0.045945,0.04531271
1247,0.45746,2.87173E+18,0.045746,0.045152658
1248,0.4586,2.88119E+18,0.04586,0.045301478
1249,0.45966,2.89016E+18,0.045966,0.045442571
1250,0.45705,2.87605E+18,0.045705,0.045220719
1251,0.45258,2.8502E+18,0.045258,0.044814278
1252,0.45097,2.84234E+18,0.045097,0.044690552
1253,0.44773,2.82417E+18,0.044773,0.044404911
1254,0.44363,2.80054E+18,0.044363,0.044033396
1255,0.4507,2.84744E+18,0.04507,0.044770817
1256,0.44023,2.78351E+18,0.044023,0.043765613
1257,0.43532,2.75465E+18,0.043532,0.04331194
1258,0.44496,2.8179E+18,0.044496,0.044306286
1259,0.42725,2.70789E+18,0.042725,0.042576655
1260,0.4311,2.73446E+18,0.04311,0.042994441
1261,0.41146,2.61196E+18,0.041146,0.041068274
1262,0.39567,2.51371E+18,0.039567,0.039523575
1263,0.40019,2.54444E+18,0.040019,0.040006755
1264,0.37148,2.36377E+18,0.037148,0.037166037
1265,0.3957,2.51988E+18,0.03957,0.039620533
1266,0.38527,2.4554E+18,0.038527,0.038606696
1267,0.38822,2.47615E+18,0.038822,0.038933035
1268,0.37051,2.36506E+18,0.037051,0.037186296
1269,0.24652,1.57484E+18,0.024652,0.024761533
1270,0.38744,2.47703E+18,0.038744,0.038946812
1271,0.40825,2.61213E+18,0.040825,0.041071019
1272,0.40879,2.61764E+18,0.040879,0.041157702
1273,0.40625,2.60343E+18,0.040625,0.040934125
1274,0.40614,2.60476E+18,0.040614,0.040955189
1275,0.41233,2.64654E+18,0.041233,0.041612026
1276,0.41693,2.67816E+18,0.041693,0.042109255
1277,0.42001,2.70006E+18,0.042001,0.042453575
1278,0.42763,2.7512E+18,0.042763,0.043257634
1279,0.42456,2.73359E+18,0.042456,0.042980687
1280,0.42204,2.71949E+18,0.042204,0.042758979
1281,0.41335,2.66557E+18,0.041335,0.041911269
1282,0.37305,2.40757E+18,0.037305,0.037854613
1283,0.40733,2.63085E+18,0.040733,0.041365358
1284,0.42078,2.71984E+18,0.042078,0.042764545
1285,0.42399,2.74272E+18,0.042399,0.043124342
1286,0.42714,2.76525E+18,0.042714,0.04347854
1287,0.42213,2.73494E+18,0.042213,0.043001985
1288,0.41989,2.72254E+18,0.041989,0.042807034
1289,0.40936,2.65633E+18,0.040936,0.041765921
1290,0.41285,2.68105E+18,0.041285,0.042154674
1291,0.41786,2.71569E+18,0.041786,0.042699303
1292,0.39618,2.57679E+18,0.039618,0.040515276
1293,0.41257,2.68546E+18,0.041257,0.042224052
1294,0.40421,2.63308E+18,0.040421,0.041400451
1295,0.40514,2.64118E+18,0.040514,0.041527772
1296,0.38957,2.54164E+18,0.038957,0.039962647
1297,0.3713,2.42431E+18,0.03713,0.038117873
1298,0.39183,2.56033E+18,0.039183,0.040256509
1299,0.40852,2.67144E+18,0.040852,0.042003571
1300,0.35312,2.31094E+18,0.035312,0.036335355
1301,0.36228,2.37271E+18,0.036228,0.037306576
1302,0.39181,2.56809E+18,0.039181,0.040378505
1303,0.34621,2.27095E+18,0.034621,0.035706539
1304,0.30062,1.97342E+18,0.030062,0.031028387
1305,0.38382,2.52151E+18,0.038382,0.039646226
1306,0.38453,2.52811E+18,0.038453,0.039750001
1307,0.30594,2.01296E+18,0.030594,0.031650137
1308,0.34696,2.2846E+18,0.034696,0.035921205
1309,0.38413,2.53129E+18,0.038413,0.039799866
1310,0.30114,1.98593E+18,0.030114,0.031225074
1311,0.33366,2.20207E+18,0.033366,0.034623469
1312,0.33337,2.20183E+18,0.033337,0.034619763
1313,0.31352,2.0723E+18,0.031352,0.032583199
1314,0.28833,1.90725E+18,0.028833,0.029988099
1315,0.28581,1.89202E+18,0.028581,0.029748626
1316,0.32419,2.14773E+18,0.032419,0.033769081
1317,0.31217,2.06967E+18,0.031217,0.032541733
1318,0.33328,2.2113E+18,0.033328,0.034768696
1319,0.26855,1.78317E+18,0.026855,0.028037139
1320,0.25872,1.7192E+18,0.025872,0.027031346
1321,0.29866,1.98611E+18,0.029866,0.03122796
1322,0.30217,2.01097E+18,0.030217,0.031618884
1323,0.23279,1.55041E+18,0.023279,0.024377429
1324,0.26249,1.74954E+18,0.026249,0.027508347
1325,0.32224,2.14941E+18,0.032224,0.033795515
1326,0.28051,1.87247E+18,0.028051,0.029441207
1327,0.26625,1.77862E+18,0.026625,0.027965609
1328,0.2345,1.5677E+18,0.02345,0.024649304
1329,0.17759,1.18814E+18,0.017759,0.018681306
1330,0.22923,1.53478E+18,0.022923,0.02413164
1331,0.1448,9.70219E+17,0.01448,0.015254935
1332,0.14579,9.77587E+17,0.014579,0.015370773
1333,0.20304,1.3625E+18,0.020304,0.021422763
1334,0.16925,1.1366E+18,0.016925,0.017870975
1335,0.23117,1.55359E+18,0.023117,0.024427357
1336,0.18348,1.23401E+18,0.018348,0.019402555
1337,0.16454,1.10746E+18,0.016454,0.017412721
1338,0.17804,1.19921E+18,0.017804,0.018855473
1339,0.17681,1.19182E+18,0.017681,0.018739204
1340,0.16831,1.13537E+18,0.016831,0.017851654
1341,0.17039,1.15026E+18,0.017039,0.018085754
1342,0.17798,1.20239E+18,0.017798,0.018905469
1343,0.12711,8.59368E+17,0.012711,0.013511995
1344,0.075645,5.11803E+17,0.0075645,0.008047171
1345,0.10904,7.38298E+17,0.010904,0.011608387
1346,0.058186,3.94264E+17,0.0058186,0.006199081
1347,0.060119,4.07664E+17,0.0060119,0.006409779
1348,0.0047451,3.22002E+16,0.00047451,0.00050629
1349,0.016159,1.09736E+17,0.0016159,0.001725401
1350,0.016025,1.08907E+17,0.0016025,0.001712362
1351,0.0046298,3.14877E+16,0.00046298,0.000495087
1352,0.0015164,1.03208E+16,0.00015164,0.000162276
1353,0.000096096,6.54525E+14,9.6096E-06,1.02912E-05
1354,0.00029009,1.97731E+15,0.000029009,3.10896E-05
1355,3.6034E-06,2.45796E+13,3.6034E-07,3.8647E-07
1356,0.00004807,3.28138E+14,0.000004807,5.15938E-06
1357,0.000071786,4.90391E+14,7.1786E-06,7.71051E-06
1358,4.1948E-06,2.8677E+13,4.1948E-07,4.50894E-07
1359,7.3439E-07,5.02423E+12,7.3439E-08,7.89969E-08
1360,2.1404E-06,1.4654E+13,2.1404E-07,2.30408E-07
1361,4.8133E-09,32978003708,4.8133E-10,5.18519E-10
1362,1.8076E-11,123937504.3,1.8076E-12,1.94869E-12
1363,3.1563E-06,2.1657E+13,3.1563E-07,3.40516E-07
1364,1.3589E-06,9.33094E+12,1.3589E-07,1.46712E-07
1365,9.0764E-12,62369115.47,9.0764E-13,9.80641E-13
1366,0.000012791,8.79586E+13,1.2791E-06,1.38299E-06
1367,4.9764E-06,3.42458E+13,4.9764E-07,5.38453E-07
1368,1.481E-13,1019916.135,1.481E-14,1.60363E-14
1369,5.1667E-07,3.56074E+12,5.1667E-08,5.59861E-08
1370,0.000000292,2.01385E+12,2.92E-08,3.16641E-08
1371,1.9731E-08,1.36179E+11,1.9731E-09,2.14117E-09
1372,2.7498E-06,1.89923E+13,2.7498E-07,2.9862E-07
1373,0.000044401,3.06893E+14,4.4401E-06,4.82533E-06
1374,0.00017917,1.2393E+15,0.000017917,1.94857E-05
1375,0.00032332,2.23799E+15,0.000032332,3.51884E-05
1376,0.00025748,1.78355E+15,0.000025748,2.80431E-05
1377,0.0001227,8.50554E+14,0.00001227,1.33734E-05
1378,0.0011089,7.69245E+15,0.00011089,0.00012095
1379,0.000052164,3.62125E+14,5.2164E-06,5.69376E-06
1380,0.000081587,5.66792E+14,8.1587E-06,8.91177E-06
1381,2.3716E-06,1.64876E+13,2.3716E-07,2.59238E-07
1382,2.5672E-06,1.78604E+13,2.5672E-07,2.80822E-07
1383,4.4017E-08,3.06454E+11,4.4017E-09,4.81844E-09
1384,6.1689E-07,4.29801E+12,6.1689E-08,6.75783E-08
1385,2.0899E-06,1.45713E+13,2.0899E-07,2.29107E-07
1386,2.5215E-06,1.75932E+13,2.5215E-07,2.76622E-07
1387,0.00019896,1.3892E+15,0.000019896,2.18427E-05
1388,4.0262E-06,2.81325E+13,4.0262E-07,4.42332E-07
1389,0.00058098,4.06244E+15,0.000058098,6.38744E-05
1390,0.00049328,3.45169E+15,0.000049328,5.42715E-05
1391,0.00034384,2.40772E+15,0.000034384,3.78571E-05
1392,0.000023782,1.66652E+14,2.3782E-06,2.6203E-06
1393,0.00011586,8.12471E+14,0.000011586,1.27746E-05
1394,0.000075526,5.30008E+14,7.5526E-06,8.33341E-06
1395,6.7136E-07,4.71469E+12,6.7136E-08,7.41299E-08
1396,6.3215E-09,44425146325,6.3215E-10,6.98505E-10
1397,0.000049057,3.45001E+14,4.9057E-06,5.42452E-06
1398,0.0012704,8.94069E+15,0.00012704,0.000140576
1399,0.00081226,5.72053E+15,0.000081226,8.99449E-05
1400,3.2466E-09,22881270028,3.2466E-10,3.59766E-10
1401,1.0528E-08,74251856713,1.0528E-09,1.16748E-09
1402,0.0018353,1.29532E+16,0.00018353,0.000203666
1403,0.00238,1.68096E+16,0.000238,0.000264301
1404,0.00073892,5.22261E+15,0.000073892,8.21161E-05
1405,3.6444E-07,2.57766E+12,3.6444E-08,4.0529E-08
1406,0.0020448,1.4473E+16,0.00020448,0.000227562
1407,0.00017457,1.23648E+15,0.000017457,1.94414E-05
1408,0.0016493,1.16903E+16,0.00016493,0.000183809
1409,0.00061919,4.39196E+15,0.000061919,6.90556E-05
1410,0.00046653,3.31148E+15,0.000046653,5.2067E-05
1411,0.0021142,1.50175E+16,0.00021142,0.000236122
1412,0.0026396,1.87627E+16,0.00026396,0.00029501
1413,0.023353,1.66115E+17,0.0023353,0.002611852
1414,0.00036378,2.58947E+15,0.000036378,4.07148E-05
1415,0.00018366,1.30826E+15,0.000018366,2.057E-05
1416,0.035565,2.53518E+17,0.0035565,0.003986115
1417,0.011759,8.3881E+16,0.0011759,0.001318876
1418,0.013559,9.67893E+16,0.0013559,0.001521835
1419,0.0021442,1.53169E+16,0.00021442,0.00024083
1420,0.0082718,5.91305E+16,0.00082718,0.00092972
1421,0.0091637,6.55523E+16,0.00091637,0.001030691
1422,0.046314,3.31539E+17,0.0046314,0.005212855
1423,0.0092198,6.60465E+16,0.00092198,0.001038461
1424,0.016975,1.21687E+17,0.0016975,0.001913302
1425,0.02585,1.85438E+17,0.002585,0.002915675
1426,0.027792,1.99509E+17,0.0027792,0.003136917
1427,0.049546,3.55923E+17,0.0049546,0.00559624
1428,0.0045588,3.27719E+16,0.00045588,0.000515279
1429,0.03802,2.73506E+17,0.003802,0.004300392
1430,0.061601,4.43452E+17,0.0061601,0.006972484
1431,0.050156,3.61315E+17,0.0050156,0.005681019
1432,0.0025194,1.8162E+16,0.00025194,0.000285564
1433,0.035834,2.58503E+17,0.0035834,0.004064482
1434,0.020962,1.51323E+17,0.0020962,0.00237928
1435,0.021416,1.54708E+17,0.0021416,0.002432506
1436,0.038351,2.77239E+17,0.0038351,0.00435908
1437,0.02988,2.16153E+17,0.002988,0.003398608
1438,0.013263,9.60117E+16,0.0013263,0.001509609
1439,0.051039,3.69731E+17,0.0051039,0.005813353
1440,0.039601,2.87073E+17,0.0039601,0.004513697
1441,0.0318,2.30682E+17,0.00318,0.003627061
1442,0.036317,2.63632E+17,0.0036317,0.004145138
1443,0.045063,3.27348E+17,0.0045063,0.005146953
1444,0.061791,4.49175E+17,0.0061791,0.007062463
1445,0.049751,3.61904E+17,0.0049751,0.005690277
1446,0.023095,1.68116E+17,0.0023095,0.002643322
1447,0.036215,2.63803E+17,0.0036215,0.004147828
1448,0.11569,8.43311E+17,0.011569,0.01325953
1449,0.10213,7.44981E+17,0.010213,0.011713467
1450,0.027412,2.00093E+17,0.0027412,0.0031461
1451,0.011271,8.23291E+16,0.0011271,0.001294475
1452,0.062361,4.5583E+17,0.0062361,0.007167099
1453,0.081978,5.99634E+17,0.0081978,0.009428154
1454,0.13759,1.0071E+18,0.013759,0.015834889
1455,0.06615,4.84525E+17,0.006615,0.007618274
1456,0.088509,6.48742E+17,0.0088509,0.010200291
1457,0.117,8.58161E+17,0.0117,0.01349302
1458,0.13643,1.00136E+18,0.013643,0.015744582
1459,0.16307,1.19771E+18,0.016307,0.018831855
1460,0.085421,6.27828E+17,0.0085421,0.009871457
1461,0.090276,6.63966E+17,0.0090276,0.010439658
1462,0.1306,9.612E+17,0.01306,0.015113125
1463,0.043225,3.18348E+17,0.0043225,0.005005449
1464,0.15184,1.11905E+18,0.015184,0.01759507
1465,0.093383,6.88698E+17,0.0093383,0.010828522
1466,0.065197,4.81155E+17,0.0065197,0.007565285
1467,0.036054,2.66261E+17,0.0036054,0.004186463
1468,0.076942,5.68608E+17,0.0076942,0.008940324
1469,0.094845,7.0139E+17,0.0094845,0.011028082
1470,0.049678,3.67625E+17,0.0049678,0.005780231
1471,0.017848,1.32168E+17,0.0017848,0.002078098
1472,0.046771,3.46583E+17,0.0046771,0.005449394
1473,0.070198,5.20536E+17,0.0070198,0.008184483
1474,0.097339,7.22283E+17,0.0097339,0.011356594
1475,0.18463,1.37094E+18,0.018463,0.021555496
1476,0.068778,5.11045E+17,0.0068778,0.008035255
1477,0.069736,5.18514E+17,0.0069736,0.008152696
1478,0.06348,4.72318E+17,0.006348,0.007426344
1479,0.12001,8.9353E+17,0.012001,0.014049127
1480,0.060637,4.51776E+17,0.0060637,0.007103349
1481,0.11529,8.59548E+17,0.011529,0.013514825
1482,0.05849,4.36368E+17,0.005849,0.006861097
1483,0.14859,1.10931E+18,0.014859,0.017441927
1484,0.13747,1.02699E+18,0.013747,0.01614751
1485,0.12503,9.34682E+17,0.012503,0.014696179
1486,0.1234,9.23118E+17,0.01234,0.014514354
1487,0.060629,4.53852E+17,0.0060629,0.007136004
1488,0.09418,7.0548E+17,0.009418,0.011092396
1489,0.18973,1.42218E+18,0.018973,0.022361166
1490,0.17478,1.311E+18,0.017478,0.020613026
1491,0.19778,1.48451E+18,0.019778,0.023341231
1492,0.16441,1.23487E+18,0.016441,0.019416046
1493,0.18157,1.36467E+18,0.018157,0.021456933
1494,0.20367,1.5318E+18,0.020367,0.024084709
1495,0.18253,1.37372E+18,0.018253,0.021599276
1496,0.16852,1.26913E+18,0.016852,0.019954773
1497,0.2285,1.72199E+18,0.02285,0.027075204
1498,0.18968,1.4304E+18,0.018968,0.022490396
1499,0.21759,1.64196E+18,0.021759,0.025816913
1500,0.25061,1.8924E+18,0.025061,0.029754551
1501,0.26552,2.00632E+18,0.026552,0.031545809
1502,0.23356,1.766E+18,0.023356,0.027767203
1503,0.18493,1.39923E+18,0.018493,0.022000375
1504,0.16029,1.21361E+18,0.016029,0.019081741
1505,0.18402,1.3942E+18,0.018402,0.021921247
1506,0.25773,1.95395E+18,0.025773,0.030722297
1507,0.25514,1.9356E+18,0.025514,0.030433755
1508,0.24302,1.84487E+18,0.024302,0.029007286
1509,0.1869,1.41978E+18,0.01869,0.0223235
1510,0.27052,2.05636E+18,0.027052,0.032332558
1511,0.26474,2.01376E+18,0.026474,0.031662687
1512,0.26068,1.98419E+18,0.026068,0.031197748
1513,0.24239,1.84619E+18,0.024239,0.029028017
1514,0.22571,1.72028E+18,0.022571,0.027048327
1515,0.26573,2.02664E+18,0.026573,0.031865223
1516,0.25683,1.96006E+18,0.025683,0.030818301
1517,0.24929,1.90377E+18,0.024929,0.029933271
1518,0.25211,1.92657E+18,0.025211,0.030291835
1519,0.24437,1.86865E+18,0.024437,0.029381191
1520,0.2645,2.02392E+18,0.02645,0.031822405
1521,0.27505,2.10603E+18,0.027505,0.033113463
1522,0.26378,2.02106E+18,0.026378,0.031777539
1523,0.28004,2.14706E+18,0.028004,0.033758544
1524,0.27539,2.11279E+18,0.027539,0.033219789
1525,0.25884,1.98712E+18,0.025884,0.031243881
1526,0.26745,2.05457E+18,0.026745,0.03230434
1527,0.2622,2.01556E+18,0.02622,0.031690965
1528,0.27928,2.14826E+18,0.027928,0.033777455
1529,0.27244,2.09702E+18,0.027244,0.032971757
1530,0.25522,1.96576E+18,0.025522,0.030907927
1531,0.26973,2.07887E+18,0.026973,0.032686482
1532,0.27839,2.14702E+18,0.027839,0.033757955
1533,0.27714,2.13877E+18,0.027714,0.033628315
1534,0.26892,2.07669E+18,0.026892,0.032652181
1535,0.26686,2.06213E+18,0.026686,0.032423179
1536,0.27464,2.12363E+18,0.027464,0.033390179
1537,0.27336,2.11511E+18,0.027336,0.033256196
1538,0.27202,2.10611E+18,0.027202,0.033114707
1539,0.27295,2.11468E+18,0.027295,0.033249526
1540,0.26491,2.05373E+18,0.026491,0.032291098
1541,0.26904,2.0871E+18,0.026904,0.032815818
1542,0.26927,2.09024E+18,0.026927,0.032865185
1543,0.27208,2.11342E+18,0.027208,0.03322969
1544,0.2721,2.11495E+18,0.02721,0.03325367
1545,0.27705,2.15481E+18,0.027705,0.033880544
1546,0.27481,2.13878E+18,0.027481,0.033628366
1547,0.27309,2.12676E+18,0.027309,0.033439506
1548,0.26675,2.07873E+18,0.026675,0.032684295
1549,0.27342,2.13209E+18,0.027342,0.033523197
1550,0.2699,2.106E+18,0.02699,0.033112984
1551,0.27058,2.11267E+18,0.027058,0.033217828
1552,0.27182,2.12372E+18,0.027182,0.033391572
1553,0.27132,2.12118E+18,0.027132,0.033351625
1554,0.26474,2.07107E+18,0.026474,0.032563743
1555,0.26759,2.09471E+18,0.026759,0.032935481
1556,0.2631,2.06088E+18,0.02631,0.032403668
1557,0.27062,2.12115E+18,0.027062,0.03335126
1558,0.26848,2.10573E+18,0.026848,0.033108776
1559,0.26808,2.10394E+18,0.026808,0.033080668
1560,0.26568,2.08644E+18,0.026568,0.032805541
1561,0.27002,2.12189E+18,0.027002,0.033362806
1562,0.26756,2.1039E+18,0.026756,0.033080035
1563,0.26667,2.09825E+18,0.026667,0.032991106
1564,0.26264,2.06786E+18,0.026264,0.032513323
1565,0.26728,2.10574E+18,0.026728,0.033108884
1566,0.26245,2.06901E+18,0.026245,0.032531349
1567,0.26308,2.0753E+18,0.026308,0.032630263
1568,0.25722,2.03036E+18,0.025722,0.031923796
1569,0.25452,2.01033E+18,0.025452,0.031608843
1570,0.24175,1.91069E+18,0.024175,0.030042071
1571,0.23507,1.85907E+18,0.023507,0.02923056
1572,0.23775,1.88147E+18,0.023775,0.029582632
1573,0.23407,1.85352E+18,0.023407,0.029143266
1574,0.24145,1.91318E+18,0.024145,0.030081236
1575,0.23974,1.90083E+18,0.023974,0.02988717
1576,0.24678,1.9579E+18,0.024678,0.030784345
1577,0.21602,1.71494E+18,0.021602,0.026964315
1578,0.23516,1.86807E+18,0.023516,0.029372045
1579,0.23672,1.88166E+18,0.023672,0.02958563
1580,0.24464,1.94584E+18,0.024464,0.030594848
1581,0.2487,1.97939E+18,0.02487,0.031122279
1582,0.24195,1.92688E+18,0.024195,0.030296736
1583,0.24755,1.97273E+18,0.024755,0.031017557
1584,0.24904,1.98586E+18,0.024904,0.031223963
1585,0.25874,2.06451E+18,0.025874,0.032460603
1586,0.25569,2.04146E+18,0.025569,0.032098199
1587,0.25303,2.02149E+18,0.025303,0.031784302
1588,0.25107,2.0071E+18,0.025107,0.03155797
1589,0.23233,1.85846E+18,0.023233,0.029220856
1590,0.24179,1.93535E+18,0.024179,0.030429807
1591,0.24197,1.93801E+18,0.024197,0.030471613
1592,0.25225,2.02161E+18,0.025225,0.031786154
1593,0.25833,2.07164E+18,0.025833,0.032572745
1594,0.25624,2.05617E+18,0.025624,0.0323295
1595,0.25823,2.07344E+18,0.025823,0.032601015
1596,0.24452,1.96458E+18,0.024452,0.03088951
1597,0.24692,1.98511E+18,0.024692,0.031212239
1598,0.25421,2.045E+18,0.025421,0.032153862
1599,0.24202,1.94815E+18,0.024202,0.030631161
1600,0.2381,1.9178E+18,0.02381,0.030153874
1601,0.22323,1.79915E+18,0.022323,0.028288351
1602,0.22413,1.80753E+18,0.022413,0.028420142
1603,0.22397,1.80737E+18,0.022397,0.028417581
1604,0.22842,1.84443E+18,0.022842,0.029000283
1605,0.23683,1.91353E+18,0.023683,0.030086765
1606,0.2414,1.95167E+18,0.02414,0.030686443
1607,0.23296,1.88461E+18,0.023296,0.029632001
1608,0.2299,1.86101E+18,0.02299,0.029260972
1609,0.22727,1.84086E+18,0.022727,0.028944223
1610,0.2176,1.76363E+18,0.02176,0.027729913
1611,0.2268,1.83934E+18,0.02268,0.028920269
1612,0.23076,1.87262E+18,0.023076,0.029443491
1613,0.23719,1.92599E+18,0.023719,0.030282692
1614,0.23838,1.93685E+18,0.023838,0.030453491
1615,0.24104,1.95968E+18,0.024104,0.03081239
1616,0.2305,1.87515E+18,0.02305,0.029483295
1617,0.23465,1.91009E+18,0.023465,0.030032696
1618,0.24352,1.98352E+18,0.024352,0.031187236
1619,0.241,1.96421E+18,0.0241,0.030883579
1620,0.23449,1.91233E+18,0.023449,0.030067899
1621,0.2343,1.91196E+18,0.02343,0.030062081
1622,0.23754,1.93959E+18,0.023754,0.030496594
1623,0.24246,1.98099E+18,0.024246,0.03114744
1624,0.24269,1.98409E+18,0.024269,0.031196196
1625,0.23782,1.94547E+18,0.023782,0.030589014
1626,0.23971,1.96214E+18,0.023971,0.030851084
1627,0.24078,1.97211E+18,0.024078,0.031007853
1628,0.24126,1.97726E+18,0.024126,0.031088764
1629,0.24137,1.97937E+18,0.024137,0.031122044
1630,0.23651,1.94071E+18,0.023651,0.03051412
1631,0.23806,1.95463E+18,0.023806,0.030732941
1632,0.23821,1.95706E+18,0.023821,0.030771161
1633,0.23267,1.91271E+18,0.023267,0.030073939
1634,0.23282,1.91512E+18,0.023282,0.030111756
1635,0.23367,1.92329E+18,0.023367,0.030240186
1636,0.23539,1.93863E+18,0.023539,0.03048141
1637,0.227,1.87067E+18,0.0227,0.029412929
1638,0.22007,1.81467E+18,0.022007,0.028532412
1639,0.22026,1.81735E+18,0.022026,0.028574479
1640,0.21511,1.77594E+18,0.021511,0.027923393
1641,0.2196,1.81411E+18,0.02196,0.028523621
1642,0.22082,1.8253E+18,0.022082,0.028699564
1643,0.21535,1.78117E+18,0.021535,0.028005684
1644,0.22355,1.85012E+18,0.022355,0.029089766
1645,0.21822,1.80711E+18,0.021822,0.028413465
1646,0.21749,1.80216E+18,0.021749,0.028335629
1647,0.22768,1.88774E+18,0.022768,0.029681252
1648,0.21655,1.79655E+18,0.021655,0.028247443
1649,0.21867,1.81524E+18,0.021867,0.02854129
1650,0.22526,1.87108E+18,0.022526,0.029419261
1651,0.20855,1.73333E+18,0.020855,0.02725342
1652,0.22373,1.86062E+18,0.022373,0.029254859
1653,0.22277,1.85376E+18,0.022277,0.029146962
1654,0.21583,1.79709E+18,0.021583,0.028256024
1655,0.22231,1.85217E+18,0.022231,0.029121969
1656,0.22101,1.84245E+18,0.022101,0.028969166
1657,0.22223,1.85374E+18,0.022223,0.029146669
1658,0.22487,1.87689E+18,0.022487,0.029510719
1659,0.2212,1.84737E+18,0.02212,0.029046596
1660,0.22332,1.8662E+18,0.022332,0.029342658
1661,0.22384,1.87168E+18,0.022384,0.029428699
1662,0.21908,1.83298E+18,0.021908,0.028820233
1663,0.22235,1.86146E+18,0.022235,0.029268005
1664,0.22098,1.8511E+18,0.022098,0.029105163
1665,0.21178,1.7751E+18,0.021178,0.027910198
1666,0.17884,1.4999E+18,0.017884,0.023583236
1667,0.21068,1.768E+18,0.021068,0.027798582
1668,0.21459,1.80189E+18,0.021459,0.02833148
1669,0.21516,1.80776E+18,0.021516,0.028423765
1670,0.22168,1.86366E+18,0.022168,0.029302638
1671,0.21879,1.84046E+18,0.021879,0.028937943
1672,0.21147,1.77995E+18,0.021147,0.027986512
1673,0.21629,1.82161E+18,0.021629,0.028641524
1674,0.21575,1.81815E+18,0.021575,0.028587093
1675,0.2136,1.80111E+18,0.02136,0.028319123
1676,0.21145,1.78404E+18,0.021145,0.028050812
1677,0.21229,1.7922E+18,0.021229,0.028179049
1678,0.20915,1.76674E+18,0.020915,0.027778805
1679,0.21303,1.80059E+18,0.021303,0.028311
1680,0.20558,1.73866E+18,0.020558,0.027337191
1681,0.19447,1.64567E+18,0.019447,0.025875221
1682,0.20366,1.72447E+18,0.020366,0.027114117
1683,0.20906,1.77124E+18,0.020906,0.02784959
1684,0.19797,1.67828E+18,0.019797,0.026387923
1685,0.21321,1.80855E+18,0.021321,0.028436177
1686,0.21026,1.78459E+18,0.021026,0.028059373
1687,0.20484,1.73962E+18,0.020484,0.027352283
1688,0.21013,1.7856E+18,0.021013,0.028075289
1689,0.20718,1.76157E+18,0.020718,0.027697541
1690,0.20523,1.74603E+18,0.020523,0.027453093
1691,0.19303,1.6432E+18,0.019303,0.025836409
1692,0.20708,1.76385E+18,0.020708,0.027733345
1693,0.21134,1.8012E+18,0.021134,0.028320597
1694,0.20477,1.74624E+18,0.020477,0.027456393
1695,0.20968,1.78916E+18,0.020968,0.028131342
1696,0.20922,1.78629E+18,0.020922,0.028086187
1697,0.18107,1.54686E+18,0.018107,0.024321597
1698,0.20739,1.77276E+18,0.020739,0.027873354
1699,0.20551,1.75772E+18,0.020551,0.027636948
